name,url,language,included,pw_detected,pw_confidence,has_workflows,workflow_files,mentions_test,default_branch,latest_run_conclusion,verified_passing
haticedagli/wingie-QA-case-study,https://github.com/haticedagli/wingie-QA-case-study,java,False,False,,False,,False,,,
hdmsantander/nodejs-cucumber-apimocker-example,https://github.com/hdmsantander/nodejs-cucumber-apimocker-example,nodejs,False,False,,False,,False,,,
hdorgeval/cucumber7-ts-starter,https://github.com/hdorgeval/cucumber7-ts-starter,nodejs,False,False,,False,,False,,,
hdorgeval/playwright-fluent-ts-cucumber7-starter,https://github.com/hdorgeval/playwright-fluent-ts-cucumber7-starter,nodejs,False,True,MEDIUM,False,,False,,,
heziofernandes/simple-project-cucumber,https://github.com/heziofernandes/simple-project-cucumber,java,False,False,,False,,False,,,
hickVieira/serverest-front-tests,https://github.com/hickVieira/serverest-front-tests,nodejs,False,True,STRONG,False,,False,,,
himanshuarora05/serenity-rest-starter,https://github.com/himanshuarora05/serenity-rest-starter,java,False,False,,False,,False,,,
hiroksarker/UI_Automation,https://github.com/hiroksarker/UI_Automation,java,False,False,,True,maven.yml,False,,,
hmcts/befta-fw,https://github.com/hmcts/befta-fw,java,False,False,,True,ado_artifacts_build.yml;ci.yml;delete_ado_artifacts_versions.yml;stale.yml,False,,,
hoangthach252/Cucumber7JUnit5SelenideSpringGradle,https://github.com/hoangthach252/Cucumber7JUnit5SelenideSpringGradle,java,False,False,,False,,False,,,
hvanli/HrmsCucumberFramwork,https://github.com/hvanli/HrmsCucumberFramwork,java,False,False,,False,,False,,,
hvanli/OrangeHrmCucumberFramework,https://github.com/hvanli/OrangeHrmCucumberFramework,java,False,False,,False,,False,,,
hwurht/jbpm-cucumber-testing,https://github.com/hwurht/jbpm-cucumber-testing,java,False,False,,False,,False,,,
iamkrishnagawade/playwright-cucumber-ts-e2e-boilerplate,https://github.com/iamkrishnagawade/playwright-cucumber-ts-e2e-boilerplate,nodejs,False,False,,False,,False,,,
iepoch/serenity-playwright-cucumber,https://github.com/iepoch/serenity-playwright-cucumber,nodejs,False,True,STRONG,False,,False,,,
igniteram/testng-cucumber,https://github.com/igniteram/testng-cucumber,java,False,False,,False,,False,,,
ilya-skapchuk/cucumber-playwright-test-typescript,https://github.com/ilya-skapchuk/cucumber-playwright-test-typescript,nodejs,False,True,STRONG,True,node.js.yml,True,master,,False
imademethink/imademethink_cucumber_reporting_masterthought,https://github.com/imademethink/imademethink_cucumber_reporting_masterthought,java,False,False,,False,,False,,,
ingomohr/cucumber-example,https://github.com/ingomohr/cucumber-example,java,False,False,,True,mvn-build-master.yml,False,,,
inqa/bdd-appium-hybridapp-serenity,https://github.com/inqa/bdd-appium-hybridapp-serenity,java,False,False,,False,,False,,,
isabelleAtHashgraph/cucumber-tokens,https://github.com/isabelleAtHashgraph/cucumber-tokens,nodejs,False,False,,False,,False,,,
ishansaini/playwright-dummy,https://github.com/ishansaini/playwright-dummy,nodejs,True,True,STRONG,True,playwright.yml,True,main,success,True
islomar/payments-api,https://github.com/islomar/payments-api,java,False,False,,False,,False,,,
iso13/cucumber-appium,https://github.com/iso13/cucumber-appium,nodejs,False,False,,False,,False,,,
isorbon/Cucumber_MySQL_API,https://github.com/isorbon/Cucumber_MySQL_API,java,False,False,,False,,False,,,
ivanwidyan/serenity-cucumber4-sample-project,https://github.com/ivanwidyan/serenity-cucumber4-sample-project,java,False,False,,False,,False,,,
ivars-p/cucumber-puppeteer,https://github.com/ivars-p/cucumber-puppeteer,nodejs,False,False,,False,,False,,,
ivodimitrov/selenium-webdriver-java-practice,https://github.com/ivodimitrov/selenium-webdriver-java-practice,java,False,False,,False,,False,,,
iwalk-jo/bdd_cucumber_playwright,https://github.com/iwalk-jo/bdd_cucumber_playwright,nodejs,False,True,STRONG,False,,False,,,
jadvani/cucumber-java-gradle,https://github.com/jadvani/cucumber-java-gradle,java,False,False,,False,,False,,,
jaganduraisamy/RestAssured-BDD-Java,https://github.com/jaganduraisamy/RestAssured-BDD-Java,java,False,False,,False,,False,,,
jagarzone6/appium-cucumber-parallel-template,https://github.com/jagarzone6/appium-cucumber-parallel-template,java,False,False,,False,,False,,,
jaheikki/cucumber-selenide-allure,https://github.com/jaheikki/cucumber-selenide-allure,java,False,False,,False,,False,,,
jamil2018/play-salad,https://github.com/jamil2018/play-salad,nodejs,False,True,STRONG,False,,False,,,
janexner/puppeteer-site-infrastructure-tests,https://github.com/janexner/puppeteer-site-infrastructure-tests,nodejs,False,False,,False,,False,,,
janwerremeyer/playwright-cucumber,https://github.com/janwerremeyer/playwright-cucumber,nodejs,False,True,STRONG,True,playwright.yml,True,master,,False
janyangyuan/playground-cucumber,https://github.com/janyangyuan/playground-cucumber,nodejs,False,True,STRONG,False,,False,,,
jasminnsrutter/Cucumber-Gherkin,https://github.com/jasminnsrutter/Cucumber-Gherkin,nodejs,False,False,,False,,False,,,
java-automation/java-webdriver-cucumber,https://github.com/java-automation/java-webdriver-cucumber,java,False,False,,False,,False,,,
java-automation/java-webdriver-cucumber-2021,https://github.com/java-automation/java-webdriver-cucumber-2021,java,False,False,,False,,False,,,
javicoin/cucumber-playwright-synpress,https://github.com/javicoin/cucumber-playwright-synpress,nodejs,False,True,STRONG,True,playwright.yml,True,main,,False
jcarek/cucumber-playwright,https://github.com/jcarek/cucumber-playwright,nodejs,False,True,STRONG,True,test.yml,True,master,,False
jdsmdev/cucumber-playwright,https://github.com/jdsmdev/cucumber-playwright,nodejs,False,True,STRONG,False,,False,,,
jecklgamis/cucumber-jvm-java-example,https://github.com/jecklgamis/cucumber-jvm-java-example,java,False,False,,True,build.yaml;template.yaml,True,,,
jeffnyman/playwright-cucumber,https://github.com/jeffnyman/playwright-cucumber,nodejs,False,True,STRONG,True,lint.yml;tests.yml,True,main,,False
jennymarin1989/automation-with-selenium-ts-cucumber,https://github.com/jennymarin1989/automation-with-selenium-ts-cucumber,nodejs,False,False,,False,,False,,,
jerseysu/java-cucumber-web-test,https://github.com/jerseysu/java-cucumber-web-test,java,False,False,,False,,False,,,
jhberges/cucumber-format-slf4j,https://github.com/jhberges/cucumber-format-slf4j,java,False,False,,False,,False,,,
jijojose1691/playwright_cucumberjs_demo,https://github.com/jijojose1691/playwright_cucumberjs_demo,nodejs,False,True,STRONG,False,,False,,,
jimmy-sr/playwright-cucumber-automation-framework,https://github.com/jimmy-sr/playwright-cucumber-automation-framework,nodejs,False,True,STRONG,False,,False,,,
jmelton15/PlaywrightCucumber,https://github.com/jmelton15/PlaywrightCucumber,nodejs,False,True,STRONG,False,,False,,,
joaovictorino/cleanarch-automated-tests,https://github.com/joaovictorino/cleanarch-automated-tests,java,False,False,,True,java_ci_bank.yml;java_ci_boot.yml;java_ci_quarkus.yml,True,,,
jodial92/cucumber-playwright,https://github.com/jodial92/cucumber-playwright,nodejs,False,True,STRONG,False,,False,,,
joheiss/cucumber-playwright,https://github.com/joheiss/cucumber-playwright,nodejs,False,True,STRONG,True,playwright.yml,True,main,,False
jomarnavarro/pepinazo,https://github.com/jomarnavarro/pepinazo,java,False,False,,False,,False,,,
jonny561201/VendingMachineDockerJava,https://github.com/jonny561201/VendingMachineDockerJava,java,False,False,,False,,False,,,
jorahood/cucumber-playwright,https://github.com/jorahood/cucumber-playwright,nodejs,False,True,STRONG,True,test.yml,True,master,,False
josdem/spring-boot-appium-jugoterapia,https://github.com/josdem/spring-boot-appium-jugoterapia,java,False,False,,False,,False,,,
jrobertoq/Wdio-cucumber-e2e-test,https://github.com/jrobertoq/Wdio-cucumber-e2e-test,nodejs,False,False,,False,,False,,,
jtacopt/cucumber_playwright_ts,https://github.com/jtacopt/cucumber_playwright_ts,nodejs,False,True,STRONG,False,,False,,,
juan2three/Playwright,https://github.com/juan2three/Playwright,nodejs,False,True,STRONG,True,test.yml,True,master,,False
jussaragranja/SeleniumEasyTest2,https://github.com/jussaragranja/SeleniumEasyTest2,java,False,False,,False,,False,,,
kalyangogineni/cucumber-java-xray-automation,https://github.com/kalyangogineni/cucumber-java-xray-automation,java,False,False,,False,,False,,,
kamil-nowocin/Test_Automation-automationpractice,https://github.com/kamil-nowocin/Test_Automation-automationpractice,java,False,False,,False,,False,,,
karthikautomationtester/playwright-cucumber,https://github.com/karthikautomationtester/playwright-cucumber,nodejs,True,True,MEDIUM,True,ci.yml,True,main,success,True
karus-web/cucumber1-dt-main,https://github.com/karus-web/cucumber1-dt-main,nodejs,False,False,,True,test.yml,True,,,
katekarsi/Kate-repo,https://github.com/katekarsi/Kate-repo,nodejs,False,True,STRONG,False,,False,,,
kavyashree-harsha/PlaywrightCucumber,https://github.com/kavyashree-harsha/PlaywrightCucumber,nodejs,False,True,STRONG,True,playwright.yml,True,main,,False
kelkias44/BDD_with_cucumber,https://github.com/kelkias44/BDD_with_cucumber,nodejs,False,False,,False,,False,,,
keshavjha06/SeleniumE2EProject,https://github.com/keshavjha06/SeleniumE2EProject,java,False,False,,False,,False,,,
kevbradwick/cucumber-selenium-archetype,https://github.com/kevbradwick/cucumber-selenium-archetype,java,False,False,,False,,False,,,
khaledmohsenmohammed/-Selenium-WebDriver-4-Cucumber-BDD,https://github.com/khaledmohsenmohammed/-Selenium-WebDriver-4-Cucumber-BDD,java,False,False,,False,,False,,,
kingsleyh/cucumber-jvm-example,https://github.com/kingsleyh/cucumber-jvm-example,java,False,False,,False,,False,,,
kirlionik/cucumber-allure-plugin-gradle-examples,https://github.com/kirlionik/cucumber-allure-plugin-gradle-examples,java,False,False,,False,,False,,,
kjetilk-kontali/cucumber-playwright,https://github.com/kjetilk-kontali/cucumber-playwright,nodejs,False,True,STRONG,True,node.js.yml,True,main,,False
kkalparslan/Api_Cucumber_Demoqa_Mine,https://github.com/kkalparslan/Api_Cucumber_Demoqa_Mine,java,False,False,,False,,False,,,
kmandalusa/cucumber-test,https://github.com/kmandalusa/cucumber-test,java,False,False,,False,,False,,,
kohli-harshit/leanft-cucumber-template,https://github.com/kohli-harshit/leanft-cucumber-template,java,False,False,,False,,False,,,
kowalcj0/cucumber-testng-parallel-selenium,https://github.com/kowalcj0/cucumber-testng-parallel-selenium,java,False,False,,False,,False,,,
krishnapollu/playwright-cucumber-js,https://github.com/krishnapollu/playwright-cucumber-js,nodejs,False,True,STRONG,True,ci.yml,True,main,,False
krishnaraghavendra/SpringBoot-Tapestry-cucumber-selenium-testng,https://github.com/krishnaraghavendra/SpringBoot-Tapestry-cucumber-selenium-testng,java,False,False,,False,,False,,,
kwishna/playwright-cucumber,https://github.com/kwishna/playwright-cucumber,nodejs,False,True,STRONG,False,,False,,,
lamhotsiagian/api-web-cucumber,https://github.com/lamhotsiagian/api-web-cucumber,java,False,False,,True,ci.yml;gce_ci.yml,True,,,
lankala321/PlaywrightCucumberTypescript,https://github.com/lankala321/PlaywrightCucumberTypescript,nodejs,False,True,STRONG,False,,False,,,
learn-automated-testing/cucumberjiraintegration,https://github.com/learn-automated-testing/cucumberjiraintegration,nodejs,False,True,STRONG,True,main.yml,True,main,,False
learnby23/Cucumber_Ecommerce,https://github.com/learnby23/Cucumber_Ecommerce,java,False,False,,False,,False,,,
leeonky/jfactory-cucumber,https://github.com/leeonky/jfactory-cucumber,java,False,False,,False,,False,,,
levinine/functional-tests,https://github.com/levinine/functional-tests,java,False,False,,True,dependabot-auto-merge.yml;functional-tests.yml;sanity-check.yml,True,,,
lifeisbeautifful/Cucumber,https://github.com/lifeisbeautifful/Cucumber,nodejs,False,True,STRONG,True,playwright.yml,True,master,,False
lloydchang/iso13-cucumber-playwright,https://github.com/lloydchang/iso13-cucumber-playwright,nodejs,False,True,STRONG,False,,False,,,
log2jiten24/Serenity-Cucumber-Framework,https://github.com/log2jiten24/Serenity-Cucumber-Framework,java,False,False,,True,gradle.yml;maven.yml,True,,,
luciemars/cucumber-java-selenium-webdriver-example,https://github.com/luciemars/cucumber-java-selenium-webdriver-example,java,False,False,,False,,False,,,
ludmilanesvitiy/Playwright-Cucumber-POC,https://github.com/ludmilanesvitiy/Playwright-Cucumber-POC,nodejs,False,True,STRONG,False,,False,,,
luiscarlosmarca/Selenium_Web_Automation,https://github.com/luiscarlosmarca/Selenium_Web_Automation,java,False,False,,False,,False,,,
maalben/Automatizacion-full-services-restapi-Screenplay,https://github.com/maalben/Automatizacion-full-services-restapi-Screenplay,java,False,False,,False,,False,,,
maazahmedks/Selenium-Cucumber-TestNG-using-Java,https://github.com/maazahmedks/Selenium-Cucumber-TestNG-using-Java,java,False,False,,False,,False,,,
machzqcq/CucumberJVMExamples,https://github.com/machzqcq/CucumberJVMExamples,java,False,False,,False,,False,,,
machzqcq/cucumber-jvm-template,https://github.com/machzqcq/cucumber-jvm-template,java,False,False,,False,,False,,,
machzqcq/cucumber-jvm_sample,https://github.com/machzqcq/cucumber-jvm_sample,java,False,False,,False,,False,,,
mahmudurrahman-1/WebAutomation-Rokomari,https://github.com/mahmudurrahman-1/WebAutomation-Rokomari,java,False,False,,False,,False,,,
mailtoach79/cucumberpwjts,https://github.com/mailtoach79/cucumberpwjts,nodejs,False,True,STRONG,False,,False,,,
mailtogagan/cucumber-playwright-example,https://github.com/mailtogagan/cucumber-playwright-example,nodejs,False,True,STRONG,True,test.yml,True,master,,False
mainfraame/cucumber-jest,https://github.com/mainfraame/cucumber-jest,nodejs,False,False,,False,,False,,,
makif44/selenium-junit-cucumber-project,https://github.com/makif44/selenium-junit-cucumber-project,java,False,False,,False,,False,,,
mandh-jayessh/jrmpw03,https://github.com/mandh-jayessh/jrmpw03,nodejs,False,True,STRONG,True,Scheduled.yml;pr.yml,True,main,failure,False
manoharkamarushi/restAssuredCucumber,https://github.com/manoharkamarushi/restAssuredCucumber,java,False,False,,False,,False,,,
manoj9788/Cucumber-JVM-WebDriver-Template,https://github.com/manoj9788/Cucumber-JVM-WebDriver-Template,java,False,False,,False,,False,,,
manouti/cucumber-jvm-example,https://github.com/manouti/cucumber-jvm-example,java,False,False,,False,,False,,,
manueltarouca/cucumber-playground,https://github.com/manueltarouca/cucumber-playground,nodejs,False,True,STRONG,False,,False,,,
manukippes/Selenium-Cucumber,https://github.com/manukippes/Selenium-Cucumber,java,False,False,,False,,False,,,
manv6/java-maven-spring-cucumber-selenium-allure,https://github.com/manv6/java-maven-spring-cucumber-selenium-allure,java,False,False,,False,,False,,,
marcelobitt/tau_cucumber_js_google_search,https://github.com/marcelobitt/tau_cucumber_js_google_search,nodejs,False,False,,False,,False,,,
marcelodebittencourt/JavaScript_Cucumber_TAU_ecommerce,https://github.com/marcelodebittencourt/JavaScript_Cucumber_TAU_ecommerce,nodejs,False,False,,False,,False,,,
marciovrl/selenium-cucumber-java,https://github.com/marciovrl/selenium-cucumber-java,java,False,False,,False,,False,,,
marcoturi/fastify-boilerplate,https://github.com/marcoturi/fastify-boilerplate,nodejs,False,False,,True,codeql-analysis.yml;release.yml,True,,,
marcoturi/react-redux-boilerplate,https://github.com/marcoturi/react-redux-boilerplate,nodejs,True,True,STRONG,True,codeql-analysis.yml;release.yml,True,main,success,True
mariocairone/cucumbersome,https://github.com/mariocairone/cucumbersome,java,False,False,,True,ci.yml;release.yml,False,,,
martinschneider/justtestlah,https://github.com/martinschneider/justtestlah,java,False,False,,True,build.yml;codeql.yml;integration.yml,False,,,
masadaark/ts-cucumber-playwright,https://github.com/masadaark/ts-cucumber-playwright,nodejs,False,True,MEDIUM,False,,False,,,
matheus-beck/java-cucumber-selenium-wex,https://github.com/matheus-beck/java-cucumber-selenium-wex,java,False,False,,False,,False,,,
mattiasmgn/CucumberParallel,https://github.com/mattiasmgn/CucumberParallel,java,False,False,,False,,False,,,
maxwell4real/raphaFramework,https://github.com/maxwell4real/raphaFramework,nodejs,False,False,,False,,False,,,
maxxy4real/Playwright,https://github.com/maxxy4real/Playwright,nodejs,False,True,STRONG,False,,False,,,
mayibee/protractor-cucumber,https://github.com/mayibee/protractor-cucumber,nodejs,False,False,,True,codeql-analysis.yml,False,,,
mcanererdem/Web-Driver-University-Otomations,https://github.com/mcanererdem/Web-Driver-University-Otomations,nodejs,False,True,MEDIUM,False,,False,,,
mdbasheer333/cucumberjsvanila,https://github.com/mdbasheer333/cucumberjsvanila,nodejs,False,True,STRONG,False,,False,,,
mdbasheer333/cucumberpwjts,https://github.com/mdbasheer333/cucumberpwjts,nodejs,False,True,STRONG,False,,False,,,
mdrasul/pntb3-mct-cucumber-automation,https://github.com/mdrasul/pntb3-mct-cucumber-automation,java,False,False,,False,,False,,,
mdtaque/cucumber-playwright,https://github.com/mdtaque/cucumber-playwright,nodejs,False,True,STRONG,True,test.yml,True,master,,False
mechero/spring-boot-cucumber,https://github.com/mechero/spring-boot-cucumber,java,False,False,,False,,False,,,
mehmet-simsek-pg/CucumberProject,https://github.com/mehmet-simsek-pg/CucumberProject,java,False,False,,False,,False,,,
mehmet-simsek-pg/Cucumber_project,https://github.com/mehmet-simsek-pg/Cucumber_project,java,False,False,,False,,False,,,
mehmetA58/CucumberSeleniumPracticeJenkins,https://github.com/mehmetA58/CucumberSeleniumPracticeJenkins,java,False,False,,False,,False,,,
mehmetbesli/N11CucumberProjectTA,https://github.com/mehmetbesli/N11CucumberProjectTA,java,False,False,,False,,False,,,
merkurt2001/cydeo-cucumber-junit-project,https://github.com/merkurt2001/cydeo-cucumber-junit-project,java,False,False,,False,,False,,,
mesthaharishs/Springboot-Cucumber-TestAutomationFramework,https://github.com/mesthaharishs/Springboot-Cucumber-TestAutomationFramework,java,False,False,,False,,False,,,
mfaisalkhatri/AmazonAppSample,https://github.com/mfaisalkhatri/AmazonAppSample,java,False,False,,False,,False,,,
mfamese/cucumber-playwright,https://github.com/mfamese/cucumber-playwright,nodejs,False,True,STRONG,True,playwright.yml,True,master,,False
mgandin/BDD-Clinic,https://github.com/mgandin/BDD-Clinic,java,False,False,,False,,False,,,
mhmoudalaskalany/CucumberAutomationTesting,https://github.com/mhmoudalaskalany/CucumberAutomationTesting,nodejs,False,False,,False,,False,,,
michu-ethnan/playwright-cucumber,https://github.com/michu-ethnan/playwright-cucumber,nodejs,False,True,STRONG,False,,False,,,
mikansc/cucumber-test,https://github.com/mikansc/cucumber-test,nodejs,False,False,,False,,False,,,
mikejramsey56/cucumber-testng-webdriver-automatictester,https://github.com/mikejramsey56/cucumber-testng-webdriver-automatictester,java,False,False,,False,,False,,,
mikementor/playwright-fluent-ts-cucumber7-starter,https://github.com/mikementor/playwright-fluent-ts-cucumber7-starter,nodejs,False,True,MEDIUM,True,main.yml,True,main,,False
mindstix-labs/qa-automation-accelerator,https://github.com/mindstix-labs/qa-automation-accelerator,java,False,False,,False,,False,,,
mingderwang/cucumber7-ts-starter,https://github.com/mingderwang/cucumber7-ts-starter,nodejs,False,False,,False,,False,,,
minhhoangvn/carina-cucumber-test,https://github.com/minhhoangvn/carina-cucumber-test,java,False,False,,False,,False,,,
ministryofjustice/hmpps-vsip-ui-tests,https://github.com/ministryofjustice/hmpps-vsip-ui-tests,java,False,False,,False,,False,,,
ministryofjustice/modernisation-platform-infrastructure-test,https://github.com/ministryofjustice/modernisation-platform-infrastructure-test,nodejs,False,False,,True,code-scanning.yml;format-code.yml;scorecards.yml,False,,,
mishabhi/cucumber-spring-api-automation,https://github.com/mishabhi/cucumber-spring-api-automation,java,False,False,,False,,False,,,
mnizicqa/CucumberLogin,https://github.com/mnizicqa/CucumberLogin,java,False,False,,False,,False,,,
mnizicqa/Polovni-Automobili-Selenium-testing-using-Cucumber-and-Data-Driven-Testing,https://github.com/mnizicqa/Polovni-Automobili-Selenium-testing-using-Cucumber-and-Data-Driven-Testing,java,False,False,,False,,False,,,
monogkai/playwright-cucumber,https://github.com/monogkai/playwright-cucumber,nodejs,False,True,STRONG,False,,False,,,
moonk1d/gradle_junit5_logback_cucumber_selenide_allure,https://github.com/moonk1d/gradle_junit5_logback_cucumber_selenide_allure,java,False,False,,False,,False,,,
moyu6027/spring-test-cucumber,https://github.com/moyu6027/spring-test-cucumber,java,False,False,,False,,False,,,
mpinardi/cucumber-performance,https://github.com/mpinardi/cucumber-performance,java,False,False,,False,,False,,,
mpkorstanje/cucumber-spring-boot-parallel,https://github.com/mpkorstanje/cucumber-spring-boot-parallel,java,False,False,,False,,False,,,
mpkorstanje/junit-platform-suite-demo,https://github.com/mpkorstanje/junit-platform-suite-demo,java,False,False,,False,,False,,,
mpuertao/playwright-cucumber,https://github.com/mpuertao/playwright-cucumber,nodejs,False,True,STRONG,True,test.yml,True,master,,False
mqubbaj98/Cucumber_Selenoid_1,https://github.com/mqubbaj98/Cucumber_Selenoid_1,java,False,False,,False,,False,,,
mredzmi/playwright_cucumber,https://github.com/mredzmi/playwright_cucumber,nodejs,False,True,STRONG,True,playwright.yml,True,main,,False
mrfurrypants/Test_Framework_for_Fullstack-TodoApp,https://github.com/mrfurrypants/Test_Framework_for_Fullstack-TodoApp,java,False,False,,False,,False,,,
mrwaks/cucumber-playwright,https://github.com/mrwaks/cucumber-playwright,nodejs,False,True,STRONG,True,test.yml,True,main,,False
mszeles/rest-api-automation,https://github.com/mszeles/rest-api-automation,java,False,False,,False,,False,,,
muhammet-mucahit/Java-Tutorials,https://github.com/muhammet-mucahit/Java-Tutorials,java,False,False,,False,,False,,,
muralco/pickled-cucumber,https://github.com/muralco/pickled-cucumber,nodejs,False,False,,True,ci.yml,False,,,
mustafaskyer/cucumber_playwright,https://github.com/mustafaskyer/cucumber_playwright,nodejs,False,True,STRONG,False,,False,,,
mvsaran/PlaywrightWithBDD,https://github.com/mvsaran/PlaywrightWithBDD,nodejs,False,True,STRONG,False,,False,,,
myUltraCrew/cucumber-counter,https://github.com/myUltraCrew/cucumber-counter,nodejs,False,True,STRONG,True,assigned-issues.yml,False,main,,False
mytechnotalent/JTF,https://github.com/mytechnotalent/JTF,java,False,False,,False,,False,,,
n3n/hasura-cucumber-test,https://github.com/n3n/hasura-cucumber-test,nodejs,False,False,,False,,False,,,
narasimhavuppala/bdd-cucumber-java-demos,https://github.com/narasimhavuppala/bdd-cucumber-java-demos,java,False,False,,False,,False,,,
narottamgla/selenium-bdd-cucumber,https://github.com/narottamgla/selenium-bdd-cucumber,java,False,False,,False,,False,,,
narottamgla/selenium-cucumber4-demo,https://github.com/narottamgla/selenium-cucumber4-demo,java,False,False,,False,,False,,,
nat-github/Playwright-Cucumber,https://github.com/nat-github/Playwright-Cucumber,nodejs,False,True,STRONG,True,playwright.yml,True,main,,False
natritmeyer/cucumber-jvm-dependency-injection-with-spring,https://github.com/natritmeyer/cucumber-jvm-dependency-injection-with-spring,java,False,False,,False,,False,,,
navanathjagtap/CucumberPlaywright,https://github.com/navanathjagtap/CucumberPlaywright,nodejs,False,True,STRONG,False,,False,,,
naveenanimation20/Cucumber6LatestFeatures,https://github.com/naveenanimation20/Cucumber6LatestFeatures,java,False,False,,False,,False,,,
naveenanimation20/Cucumber7.xTestNGLatestPOC,https://github.com/naveenanimation20/Cucumber7.xTestNGLatestPOC,java,False,False,,False,,False,,,
naveenanimation20/CucumberSeleniumFramework,https://github.com/naveenanimation20/CucumberSeleniumFramework,java,False,False,,False,,False,,,
naveenanimation20/LatestCucumber6WithPOM,https://github.com/naveenanimation20/LatestCucumber6WithPOM,java,False,False,,False,,False,,,
necati-ozdemir/calculator-end-to-end-test,https://github.com/necati-ozdemir/calculator-end-to-end-test,java,False,False,,False,,False,,,
neiltorrentira/PlaywrightJavaBDDMaven,https://github.com/neiltorrentira/PlaywrightJavaBDDMaven,java,False,True,MEDIUM,False,,False,,,
neiltorrentira/SeleniumCucumberMavenJava,https://github.com/neiltorrentira/SeleniumCucumberMavenJava,java,False,False,,False,,False,,,
neoworx/playwright-cucumber,https://github.com/neoworx/playwright-cucumber,nodejs,False,True,STRONG,False,,False,,,
nguyenvanduong6/playwright-with-cucumber,https://github.com/nguyenvanduong6/playwright-with-cucumber,nodejs,False,True,STRONG,True,playwright.yml,True,main,failure,False
nicolas-sicard-adeo/cucumber-example,https://github.com/nicolas-sicard-adeo/cucumber-example,nodejs,False,False,,False,,False,,,
nightwatchjs-community/cucumber-nightwatch,https://github.com/nightwatchjs-community/cucumber-nightwatch,nodejs,False,False,,True,test.yml,True,,,
nightwatchjs/cucumberjs-boilerplate,https://github.com/nightwatchjs/cucumberjs-boilerplate,nodejs,False,False,,True,build-node.yaml,True,,,
nnson0310/phptravel_cucumberjs_automation_framework,https://github.com/nnson0310/phptravel_cucumberjs_automation_framework,nodejs,False,False,,False,,False,,,
odjhey/example-setup-cucumber-with-ts,https://github.com/odjhey/example-setup-cucumber-with-ts,nodejs,False,False,,True,cucumber-tests.yml,True,,,
okamahardika/playwrigth-Cucumber,https://github.com/okamahardika/playwrigth-Cucumber,nodejs,False,True,STRONG,False,,False,,,
oliverwehrens/cucumber-jvm-demo,https://github.com/oliverwehrens/cucumber-jvm-demo,java,False,False,,False,,False,,,
omerozdemir72/Youtube-Cucumber,https://github.com/omerozdemir72/Youtube-Cucumber,java,False,False,,False,,False,,,
omniverse-labs/microservices-java-rabbitmq,https://github.com/omniverse-labs/microservices-java-rabbitmq,java,False,False,,False,,False,,,
omprakashchavan01/appium-cucumberbdd,https://github.com/omprakashchavan01/appium-cucumberbdd,java,False,False,,False,,False,,,
omprakashchavan01/appium-cucumberbdd-testng,https://github.com/omprakashchavan01/appium-cucumberbdd-testng,java,False,False,,False,,False,,,
omprakashchavan01/cucumberbdd,https://github.com/omprakashchavan01/cucumberbdd,java,False,False,,False,,False,,,
ortoniKC/Cucumber-2022-letcode,https://github.com/ortoniKC/Cucumber-2022-letcode,java,False,False,,False,,False,,,
ortoniKC/Playwright_Cucumber_TS,https://github.com/ortoniKC/Playwright_Cucumber_TS,nodejs,False,True,STRONG,True,playwright.yml,True,main,,False
osman-akdag/Amazon-Cucumber-Test-Project,https://github.com/osman-akdag/Amazon-Cucumber-Test-Project,java,False,False,,False,,False,,,
osvaldjr/easy-cucumber,https://github.com/osvaldjr/easy-cucumber,java,False,False,,False,,False,,,
ovcharski/cucumber-playwright,https://github.com/ovcharski/cucumber-playwright,nodejs,False,False,,False,,False,,,
owncloud/ios-scenario-testing,https://github.com/owncloud/ios-scenario-testing,java,False,False,,True,compile.yml,True,,,
ozgurkayaist/BDDCucumberSeleniumWebTest,https://github.com/ozgurkayaist/BDDCucumberSeleniumWebTest,java,False,False,,False,,False,,,
pactumjs/pactum-cucumber-boilerplate,https://github.com/pactumjs/pactum-cucumber-boilerplate,nodejs,False,False,,True,build.yml,True,,,
panchalpiyush29/playwrightCucumberFrmwrk,https://github.com/panchalpiyush29/playwrightCucumberFrmwrk,nodejs,False,True,STRONG,True,playwright.yml,True,main,,False
pansinm/cucumber-jest-mock-sample,https://github.com/pansinm/cucumber-jest-mock-sample,nodejs,False,False,,False,,False,,,
paragrghoshal/PLAYWRIGHT_CUCUMBER,https://github.com/paragrghoshal/PLAYWRIGHT_CUCUMBER,nodejs,False,True,STRONG,True,run-test.yml,True,main,,False
partnet/seauto-cucumber-sample,https://github.com/partnet/seauto-cucumber-sample,java,False,False,,False,,False,,,
patebija/sample-cucumber-testng,https://github.com/patebija/sample-cucumber-testng,java,False,False,,False,,False,,,
patrickhuijten/writing-product-proof-e2e-tests-with-cucumber-and-playwright,https://github.com/patrickhuijten/writing-product-proof-e2e-tests-with-cucumber-and-playwright,nodejs,False,True,STRONG,False,,False,,,
paul-chiggy/demo-e2e-testing-with-playwright-cucumber,https://github.com/paul-chiggy/demo-e2e-testing-with-playwright-cucumber,nodejs,True,True,STRONG,True,playwright.yml,True,main,success,True
pavanoltraining/CucumberSDETProject,https://github.com/pavanoltraining/CucumberSDETProject,java,False,False,,False,,False,,,
pawanuk/Playwright-cucumber,https://github.com/pawanuk/Playwright-cucumber,nodejs,False,True,STRONG,False,,False,,,
